Column,doid,label,disorder_qid,subclass_of,subclass_of_qid
1722,obo.DOID_14248,chronic atticoantral disease,Q18554720,chronic purulent otitis media,Q1088055
1723,obo.DOID_11557,acute serous otitis media,Q18554108,acute transudative otitis media,Q18556028
1724,obo.DOID_3696,acute sanguinous otitis media,Q18556027,acute transudative otitis media,Q18556028
1725,obo.DOID_9736,blue drum syndrome,Q18558206,acute transudative otitis media,Q18556028
1726,obo.DOID_2000,otosalpingitis,Q4173417,eustachian tube disease,Q18558207
1727,obo.DOID_12358,patulous eustachian tube,Q1361850,eustachian tube disease,Q18558207
1728,obo.DOID_13473,central pterygium,Q18554522,progressive peripheral pterygium,Q18554523
1734,obo.DOID_10235,Brown's tendon sheath syndrome,Q991023,mechanical strabismus,Q18558101
1735,obo.DOID_10293,monocular esotropia,Q18553835,exotropia,Q2556242
1736,obo.DOID_9839,accommodative esotropia,Q18558237,exotropia,Q2556242
1737,obo.DOID_9888,alternating esotropia,Q18558251,exotropia,Q2556242
1738,obo.DOID_10864,partial third-nerve palsy,Q18553960,paralytic squint,Q18553959
1739,obo.DOID_10866,total third-nerve palsy,Q18553962,paralytic squint,Q18553959
1740,obo.DOID_10869,fourth cranial nerve palsy,Q2454612,paralytic squint,Q18553959
1741,obo.DOID_1142,alternating exotropia,Q18554077,exotropia,Q2556242
1742,obo.DOID_11853,monocular exotropia,Q18554198,exotropia,Q2556242
1743,obo.DOID_12668,abnormal retinal correspondence,Q18554360,binocular vision disease,Q18554359
1744,obo.DOID_0110712,Oguchi disease  type 1,Q7080278,congenital stationary night blindness,Q18553290
1745,obo.DOID_0110713,Oguchi disease-2,Q32140422,congenital stationary night blindness,Q18553290
1746,obo.DOID_0110714,congenital stationary night blindness 1G,Q32140436,congenital stationary night blindness,Q18553290
1749,obo.DOID_0110863,congenital stationary night blindness autosomal dominant 2,Q32143990,congenital stationary night blindness,Q18553290
1751,obo.DOID_0110865,congenital stationary night blindness 1B,Q32144020,congenital stationary night blindness,Q18553290
1752,obo.DOID_0110866,congenital stationary night blindness 1H,Q32144035,congenital stationary night blindness,Q18553290
1754,obo.DOID_0110868,congenital stationary night blindness 1D,Q32144064,congenital stationary night blindness,Q18553290
1755,obo.DOID_0110869,congenital stationary night blindness 1E,Q32144078,congenital stationary night blindness,Q18553290
1758,obo.DOID_0060864,patterned macular dystrophy 2,Q32136554,patterned macular dystrophy,Q32136543
1759,obo.DOID_0060865,patterned macular dystrophy 3,Q32136565,patterned macular dystrophy,Q32136543
1760,obo.DOID_0060866,patterned macular dystrophy 1,Q32136576,patterned macular dystrophy,Q32136543
1762,obo.DOID_2569,Drusen,Q1140528,degeneration of macula and posterior pole,Q16678480
1763,obo.DOID_10873,Kuhnt-Junius degeneration,Q18553965,degeneration of macula and posterior pole,Q16678480
1764,obo.DOID_13214,hole retinal cyst,Q18554468,degeneration of macula and posterior pole,Q16678480
1765,obo.DOID_14245,cystoid macular retinal degeneration,Q18554718,degeneration of macula and posterior pole,Q16678480
1766,obo.DOID_2006,Epiretinal membrane,Q2282783,degeneration of macula and posterior pole,Q16678480
1767,obo.DOID_9867,toxic maculopathy,Q18558245,degeneration of macula and posterior pole,Q16678480
1768,obo.DOID_9820,central gyrate choroidal dystrophy,Q18558232,partial central choroid dystrophy,Q18558233
1769,obo.DOID_11203,Angelucci's syndrome,Q18554033,allergic conjunctivitis,Q471521
1770,obo.DOID_0111079,birdshot chorioretinopathy,Q4916140,posterior uveitis,Q18554348
1771,obo.DOID_9383,iridocyclitis,Q145790,anterior uveitis,Q3154357
1835,obo.DOID_0050561,Lennox-Gastaut syndrome,Q1544884,childhood electroclinical syndrome,Q18553414
1837,obo.DOID_1825,childhood absence epilepsy,Q2894827,childhood electroclinical syndrome,Q18553414
1838,obo.DOID_2538,Landau–Kleffner syndrome,Q1636310,childhood electroclinical syndrome,Q18553414
1839,obo.DOID_3329,benign epilepsy with centrotemporal spikes,Q488214,childhood electroclinical syndrome,Q18553414
1840,obo.DOID_0060172,juvenile absence epilepsy,Q3726905,adolescence-adult electroclinical syndrome,Q18553415
1841,obo.DOID_4890,juvenile myoclonic epilepsy,Q543517,adolescence-adult electroclinical syndrome,Q18553415
1843,obo.DOID_7725,tonic–clonic seizure,Q1406803,adolescence-adult electroclinical syndrome,Q18553415
1848,obo.DOID_3535,Unverricht-Lundborg syndrome,Q2356131,Progressive myoclonus epilepsy,Q7248853
1852,obo.DOID_3534,Lafora disease,Q163905,Progressive myoclonus epilepsy,Q7248853
1853,obo.DOID_2550,tactile epilepsy,Q18555114,reflex epilepsy,Q2895354
1856,obo.DOID_0060684,autosomal dominant nocturnal frontal lobe epilepsy 3,Q28024503,Autosomal dominant nocturnal frontal lobe epilepsy,Q3589157
1858,obo.DOID_0060686,autosomal dominant nocturnal frontal lobe epilepsy 5,Q28024505,Autosomal dominant nocturnal frontal lobe epilepsy,Q3589157
1859,obo.DOID_3982,Meige syndrome,Q693872,cranio-facial dystonia,Q18553510
1868,obo.DOID_11446,sciatic neuropathy,Q18554084,lesion of sciatic nerve,Q18554334
1869,obo.DOID_13490,active cochleovestibular Meniere's disease,Q18554526,Meniere's disease,Q460167
1870,obo.DOID_13491,active vestibular Meniere's disease,Q18554527,Meniere's disease,Q460167
1871,obo.DOID_13492,active cochlear Meniere's disease,Q18554528,Meniere's disease,Q460167
1872,obo.DOID_11558,acute allergic serous otitis media,Q18554109,acute serous otitis media,Q18554108
1873,obo.DOID_3728,acute allergic sanguinous otitis media,Q18556051,acute sanguinous otitis media,Q18556027
1874,obo.DOID_9735,acute allergic mucoid otitis media,Q18558205,blue drum syndrome,Q18558206
1875,obo.DOID_10550,acute eustachian salpingitis,Q18553888,otosalpingitis,Q4173417
1876,obo.DOID_1999,chronic eustachian salpingitis,Q18554960,otosalpingitis,Q4173417
1877,obo.DOID_0050817,Stargardt disease,Q1317319,age related macular degeneration,Q830308
1882,obo.DOID_0110019,age related macular degeneration 7,Q27437070,age related macular degeneration,Q830308
1883,obo.DOID_0110020,age related macular degeneration 8,Q27437071,age related macular degeneration,Q830308
1887,obo.DOID_0110024,age related macular degeneration 12,Q27437075,age related macular degeneration,Q830308
1889,obo.DOID_0110026,age related macular degeneration 14,Q27437077,age related macular degeneration,Q830308
1890,obo.DOID_0110027,age related macular degeneration 15,Q27437078,age related macular degeneration,Q830308
1892,obo.DOID_0060745,Doyne honeycomb retinal dystrophy,Q28065548,Drusen,Q1140528
1894,obo.DOID_10443,hypopyon,Q1638140,iridocyclitis,Q145790
1895,obo.DOID_9378,Posner-Schlossman Syndrome,Q11339151,iridocyclitis,Q145790
1896,obo.DOID_9384,gonococcal iridocyclitis,Q18558116,iridocyclitis,Q145790
1897,obo.DOID_9388,lens-induced iridocyclitis,Q18558117,iridocyclitis,Q145790
1898,obo.DOID_9389,infectious anterior uveitis,Q18558118,iridocyclitis,Q145790
1899,obo.DOID_0111324,juvenile absence epilepsy,Q3726905,juvenile absence epilepsy,Q3726905
1902,obo.DOID_0111327,juvenile myoclonic epilepsy,Q543517,juvenile myoclonic epilepsy,Q543517
1913,obo.DOID_10442,hypopyon ulcer,Q18553866,hypopyon,Q1638140
